tourist_id,n_visits,restricted_entries,alternation_count,alternation_ratio,most_common_bigram_freq,unique_bigram_ratio,is_suspicious_ground_truth
T00147,12,3,5,0.455,1,1.0,True
T00148,11,0,0,0.0,1,1.0,False
T00149,13,0,0,0.0,1,1.0,False
T00150,9,0,0,0.0,1,1.0,False
T00151,14,0,0,0.0,1,1.0,False
T00152,13,0,0,0.0,1,1.0,False
T00153,13,0,0,0.0,1,1.0,False
T00154,11,0,0,0.0,1,1.0,False
T00155,12,0,0,0.0,1,1.0,False
T00156,13,0,0,0.0,1,1.0,False
T00157,10,0,0,0.0,1,1.0,False
T00158,15,0,0,0.0,1,1.0,False
T00159,14,0,0,0.0,2,0.923,False
T00160,15,0,0,0.0,1,1.0,False
T00161,16,0,0,0.0,1,1.0,False
T00162,16,0,0,0.0,1,1.0,False
T00163,13,0,0,0.0,1,1.0,False
T00164,13,0,0,0.0,1,1.0,False
T00165,13,0,0,0.0,1,1.0,False
T00166,13,0,0,0.0,1,1.0,False
T00167,16,0,0,0.0,1,1.0,False
T00168,14,0,0,0.0,1,1.0,False
T00169,16,0,0,0.0,1,1.0,False
T00170,12,0,0,0.0,1,1.0,False
T00171,11,0,0,0.0,1,1.0,False
T00172,15,0,0,0.0,1,1.0,False
T00173,14,0,0,0.0,1,1.0,True
T00174,11,0,0,0.0,1,1.0,False
T00175,14,0,0,0.0,1,1.0,False
T00176,18,0,0,0.0,1,1.0,False
T00177,17,0,0,0.0,1,1.0,False
T00178,12,0,0,0.0,1,1.0,False
T00179,11,0,0,0.0,1,1.0,False
T00180,10,0,0,0.0,1,1.0,False
T00181,15,0,0,0.0,1,1.0,False
T00182,18,0,0,0.0,1,1.0,False
T00183,10,0,0,0.0,1,1.0,False
T00184,12,0,0,0.0,1,1.0,False
T00185,14,0,0,0.0,1,1.0,False
T00186,11,0,0,0.0,1,1.0,False
T00187,13,0,0,0.0,1,1.0,False
T00188,15,0,0,0.0,1,1.0,False
T00189,12,0,0,0.0,1,1.0,False
T00190,12,0,0,0.0,1,1.0,False
T00191,16,1,2,0.133,1,1.0,True
T00192,15,0,0,0.0,1,1.0,False
T00193,12,0,0,0.0,1,1.0,False
T00194,12,0,0,0.0,1,1.0,False
T00195,10,1,1,0.111,1,1.0,True
T00196,14,0,0,0.0,1,1.0,False
T00197,10,0,0,0.0,1,1.0,False
T00198,13,0,0,0.0,1,1.0,False
T00199,14,0,0,0.0,1,1.0,False
T00200,17,0,0,0.0,1,1.0,False
T00201,11,0,0,0.0,1,1.0,False
T00202,14,0,0,0.0,1,1.0,False
T00203,15,0,0,0.0,1,1.0,False
T00204,14,0,0,0.0,1,1.0,False
T00205,13,0,0,0.0,1,1.0,False
T00206,16,0,0,0.0,1,1.0,False
T00207,13,0,0,0.0,1,1.0,False
T00208,11,0,0,0.0,1,1.0,False
T00209,12,0,0,0.0,1,1.0,False
T00210,12,0,0,0.0,1,1.0,False
T00211,14,0,0,0.0,1,1.0,False
T00212,16,0,0,0.0,1,1.0,False
T00213,16,0,0,0.0,1,1.0,False
T00214,14,0,0,0.0,2,0.923,True
T00215,16,0,0,0.0,1,1.0,False
T00216,18,0,0,0.0,1,1.0,False
T00217,14,0,0,0.0,1,1.0,False
T00218,16,0,0,0.0,1,1.0,False
T00219,16,0,0,0.0,1,1.0,False
T00220,15,0,0,0.0,1,1.0,False
T00221,12,0,0,0.0,1,1.0,False
T00222,15,0,0,0.0,1,1.0,False
T00223,14,0,0,0.0,2,0.923,False
T00224,12,0,0,0.0,1,1.0,False
T00225,15,0,0,0.0,1,1.0,False
T00226,13,0,0,0.0,1,1.0,False
T00227,15,0,0,0.0,1,1.0,False
T00228,12,0,0,0.0,2,0.909,False
T00229,16,0,0,0.0,1,1.0,False
T00230,13,0,0,0.0,1,1.0,False
T00231,13,0,0,0.0,1,1.0,False
T00232,11,0,0,0.0,1,1.0,False
T00233,12,0,0,0.0,1,1.0,False
T00234,12,0,0,0.0,1,1.0,False
T00235,13,0,0,0.0,1,1.0,False
T00236,11,1,1,0.1,1,1.0,True
T00237,15,0,0,0.0,1,1.0,False
T00238,16,0,0,0.0,1,1.0,False
T00239,16,0,0,0.0,1,1.0,False
T00240,12,0,0,0.0,1,1.0,False
T00241,14,0,0,0.0,1,1.0,False
T00242,15,0,0,0.0,1,1.0,False
T00243,11,0,0,0.0,1,1.0,False
T00244,17,0,0,0.0,1,1.0,False
T00245,15,0,0,0.0,2,0.929,False
T00246,17,0,0,0.0,1,1.0,False
T00247,15,0,0,0.0,1,1.0,False
T00248,13,0,0,0.0,1,1.0,False
T00249,13,0,0,0.0,1,1.0,False
T00250,13,0,0,0.0,1,1.0,False
T00251,13,0,0,0.0,1,1.0,False
T00252,13,0,0,0.0,1,1.0,False
T00253,14,0,0,0.0,1,1.0,False
T00254,14,0,0,0.0,1,1.0,False
T00255,15,0,0,0.0,1,1.0,False
T00256,14,0,0,0.0,1,1.0,False
T00257,11,0,0,0.0,1,1.0,False
T00258,13,0,0,0.0,1,1.0,False
T00259,12,0,0,0.0,1,1.0,False
T00260,12,0,0,0.0,1,1.0,False
T00261,15,0,0,0.0,1,1.0,False
T00262,15,0,0,0.0,2,0.929,False
T00263,14,0,0,0.0,1,1.0,False
T00264,13,0,0,0.0,1,1.0,False
T00265,14,0,0,0.0,1,1.0,False
T00266,11,0,0,0.0,1,1.0,False
T00267,14,0,0,0.0,1,1.0,False
T00268,14,0,0,0.0,1,1.0,False
T00269,12,0,0,0.0,1,1.0,False
T00270,16,0,0,0.0,1,1.0,False
T00271,14,0,0,0.0,1,1.0,False
T00272,10,0,0,0.0,1,1.0,False
T00273,15,0,0,0.0,1,1.0,False
T00274,12,0,0,0.0,1,1.0,False
T00275,15,0,0,0.0,1,1.0,False
T00276,16,0,0,0.0,1,1.0,False
T00277,14,0,0,0.0,1,1.0,True
T00278,10,0,0,0.0,1,1.0,False
T00279,12,0,0,0.0,1,1.0,False
T00280,14,0,0,0.0,1,1.0,False
T00281,15,0,0,0.0,1,1.0,False
T00282,13,0,0,0.0,1,1.0,False
T00283,11,0,0,0.0,1,1.0,False
T00284,13,0,0,0.0,1,1.0,False
T00285,14,0,0,0.0,1,1.0,False
T00286,12,0,0,0.0,1,1.0,False
T00287,15,1,1,0.071,1,1.0,True
T00288,18,0,0,0.0,1,1.0,False
T00289,14,0,0,0.0,1,1.0,False
T00290,12,0,0,0.0,1,1.0,False
T00291,14,0,0,0.0,1,1.0,False
T00292,12,0,0,0.0,1,1.0,False
T00293,12,0,0,0.0,1,1.0,False
T00294,11,0,0,0.0,1,1.0,False
T00295,14,0,0,0.0,1,1.0,False
T00296,13,0,0,0.0,1,1.0,False
T00297,11,0,0,0.0,1,1.0,False
T00298,16,0,0,0.0,1,1.0,False
T00299,11,0,0,0.0,1,1.0,False
T00300,12,0,0,0.0,1,1.0,False
T00301,10,0,0,0.0,2,0.889,False
T00302,13,0,0,0.0,1,1.0,True
T00303,18,0,0,0.0,1,1.0,False
T00304,17,0,0,0.0,1,1.0,False
T00305,16,0,0,0.0,1,1.0,False
T00306,12,0,0,0.0,1,1.0,False
T00307,14,0,0,0.0,2,0.923,False
T00308,12,0,0,0.0,1,1.0,False
T00309,12,0,0,0.0,2,0.909,False
T00310,15,0,0,0.0,1,1.0,False
T00311,13,0,0,0.0,2,0.917,False
T00312,11,0,0,0.0,2,0.9,False
T00313,12,0,0,0.0,1,1.0,False
T00314,13,2,3,0.25,1,1.0,True
T00315,14,0,0,0.0,1,1.0,False
T00316,14,0,0,0.0,1,1.0,False
T00317,9,0,0,0.0,1,1.0,False
T00318,15,0,0,0.0,2,0.857,False
T00319,15,0,0,0.0,1,1.0,False
T00320,13,0,0,0.0,1,1.0,False
T00321,14,0,0,0.0,1,1.0,False
T00322,16,0,0,0.0,1,1.0,False
T00323,11,0,0,0.0,1,1.0,False
T00324,16,0,0,0.0,1,1.0,False
T00325,14,1,1,0.077,1,1.0,True
T00326,18,0,0,0.0,2,0.941,False
T00327,13,0,0,0.0,1,1.0,False
T00328,18,0,0,0.0,1,1.0,False
T00329,13,0,0,0.0,1,1.0,False
T00330,16,0,0,0.0,1,1.0,False
T00331,12,0,0,0.0,1,1.0,False
T00332,13,0,0,0.0,1,1.0,False
T00333,16,0,0,0.0,1,1.0,False
T00334,12,0,0,0.0,1,1.0,False
T00335,15,0,0,0.0,1,1.0,False
T00336,15,0,0,0.0,1,1.0,False
T00337,14,0,0,0.0,1,1.0,False
T00338,17,0,0,0.0,1,1.0,False
T00339,15,0,0,0.0,1,1.0,False
T00340,12,0,0,0.0,1,1.0,False
T00341,14,0,0,0.0,1,1.0,False
T00342,13,0,0,0.0,1,1.0,False
T00343,14,0,0,0.0,1,1.0,True
T00344,15,0,0,0.0,1,1.0,False
T00345,13,0,0,0.0,1,1.0,False
T00346,16,0,0,0.0,1,1.0,False
T00347,13,0,0,0.0,1,1.0,False
T00348,14,0,0,0.0,1,1.0,False
T00349,14,0,0,0.0,1,1.0,False
T00350,16,0,0,0.0,1,1.0,False
T00351,15,0,0,0.0,1,1.0,False
T00352,10,0,0,0.0,1,1.0,False
T00353,13,0,0,0.0,1,1.0,True
T00354,11,0,0,0.0,1,1.0,False
T00355,15,1,2,0.143,1,1.0,True
T00356,15,0,0,0.0,1,1.0,False
T00357,15,0,0,0.0,1,1.0,False
T00358,13,0,0,0.0,1,1.0,False
T00359,16,0,0,0.0,1,1.0,False
T00360,13,0,0,0.0,1,1.0,False
T00361,12,0,0,0.0,1,1.0,False
T00362,14,0,0,0.0,1,1.0,False
T00363,12,0,0,0.0,1,1.0,False
T00364,17,0,0,0.0,1,1.0,False
T00365,15,0,0,0.0,1,1.0,False
T00366,13,0,0,0.0,1,1.0,False
T00367,11,0,0,0.0,1,1.0,False
T00368,13,0,0,0.0,1,1.0,False
T00369,14,0,0,0.0,1,1.0,False
T00370,13,0,0,0.0,1,1.0,False
T00371,12,0,0,0.0,1,1.0,False
T00372,16,0,0,0.0,1,1.0,False
T00373,13,0,0,0.0,1,1.0,False
T00374,15,0,0,0.0,1,1.0,False
T00375,13,0,0,0.0,1,1.0,False
T00376,12,0,0,0.0,1,1.0,False
T00377,16,0,0,0.0,1,1.0,False
T00378,14,0,0,0.0,1,1.0,False
T00379,16,0,0,0.0,1,1.0,False
T00380,13,0,0,0.0,1,1.0,False
T00381,17,0,0,0.0,1,1.0,False
T00382,12,0,0,0.0,1,1.0,False
T00383,16,0,0,0.0,1,1.0,False
T00384,13,0,0,0.0,1,1.0,False
T00385,14,0,0,0.0,1,1.0,False
T00386,13,3,5,0.417,1,1.0,True
T00387,15,0,0,0.0,1,1.0,False
T00388,15,0,0,0.0,1,1.0,False
T00389,16,0,0,0.0,1,1.0,False
T00390,15,0,0,0.0,1,1.0,False
T00391,13,0,0,0.0,1,1.0,False
T00392,13,0,0,0.0,1,1.0,False
T00393,16,0,0,0.0,1,1.0,False
T00394,15,0,0,0.0,1,1.0,False
T00395,17,0,0,0.0,1,1.0,False
T00396,13,0,0,0.0,1,1.0,False
T00397,16,0,0,0.0,1,1.0,False
T00398,14,0,0,0.0,1,1.0,False
T00399,11,0,0,0.0,1,1.0,False
T00400,14,0,0,0.0,1,1.0,False
T00401,14,0,0,0.0,1,1.0,False
T00402,14,0,0,0.0,1,1.0,False
T00403,13,0,0,0.0,1,1.0,False
T00404,15,0,0,0.0,1,1.0,False
T00405,12,0,0,0.0,1,1.0,False
T00406,14,0,0,0.0,1,1.0,False
T00407,15,0,0,0.0,1,1.0,False
T00408,11,0,0,0.0,1,1.0,False
T00409,14,0,0,0.0,1,1.0,False
T00410,13,0,0,0.0,1,1.0,False
T00411,15,0,0,0.0,1,1.0,False
T00412,12,0,0,0.0,1,1.0,False
T00413,14,0,0,0.0,1,1.0,False
T00414,11,0,0,0.0,1,1.0,False
T00415,12,0,0,0.0,2,0.909,False
T00416,14,0,0,0.0,1,1.0,False
T00417,11,0,0,0.0,1,1.0,False
T00418,13,0,0,0.0,1,1.0,False
T00419,17,0,0,0.0,1,1.0,False
T00420,14,0,0,0.0,1,1.0,False
T00421,12,0,0,0.0,1,1.0,False
T00422,10,0,0,0.0,1,1.0,False
T00423,16,0,0,0.0,1,1.0,False
T00424,10,0,0,0.0,1,1.0,False
T00425,16,0,0,0.0,1,1.0,False
T00426,12,0,0,0.0,1,1.0,False
T00427,11,0,0,0.0,1,1.0,False
T00428,11,0,0,0.0,1,1.0,False
T00429,13,0,0,0.0,1,1.0,False
T00430,14,0,0,0.0,1,1.0,False
T00431,11,0,0,0.0,1,1.0,False
T00432,17,0,0,0.0,1,1.0,False
T00433,13,0,0,0.0,1,1.0,False
T00434,13,0,0,0.0,1,1.0,False
T00435,14,0,0,0.0,1,1.0,False
T00436,14,0,0,0.0,1,1.0,False
T00437,14,0,0,0.0,1,1.0,False
T00438,16,0,0,0.0,1,1.0,False
T00439,13,0,0,0.0,2,0.917,False
T00440,10,0,0,0.0,1,1.0,False
T00441,13,0,0,0.0,1,1.0,False
T00442,16,0,0,0.0,1,1.0,False
T00443,13,0,0,0.0,1,1.0,False
T00444,17,0,0,0.0,1,1.0,False
T00445,12,0,0,0.0,1,1.0,False
T00446,14,0,0,0.0,1,1.0,False
T00447,15,0,0,0.0,1,1.0,True
T00448,13,0,0,0.0,1,1.0,False
T00449,12,0,0,0.0,1,1.0,False
T00450,13,0,0,0.0,1,1.0,False
T00451,14,0,0,0.0,1,1.0,False
T00452,14,0,0,0.0,1,1.0,False
T00453,14,1,1,0.077,1,1.0,True
T00454,14,0,0,0.0,1,1.0,False
T00455,11,0,0,0.0,1,1.0,False
T00456,13,0,0,0.0,1,1.0,False
T00457,15,0,0,0.0,1,1.0,False
T00458,13,2,4,0.333,1,1.0,True
T00459,13,0,0,0.0,1,1.0,False
T00460,14,0,0,0.0,1,1.0,False
T00461,12,0,0,0.0,1,1.0,False
T00462,13,0,0,0.0,1,1.0,False
T00463,12,0,0,0.0,1,1.0,False
T00464,13,1,2,0.167,2,0.917,True
T00465,12,1,2,0.182,1,1.0,True
T00466,11,0,0,0.0,1,1.0,False
T00467,12,2,3,0.273,1,1.0,True
T00468,11,0,0,0.0,1,1.0,False
T00469,14,0,0,0.0,1,1.0,False
T00470,11,0,0,0.0,1,1.0,False
T00471,13,0,0,0.0,1,1.0,False
T00472,12,0,0,0.0,1,1.0,False
T00473,15,0,0,0.0,1,1.0,False
T00474,10,0,0,0.0,1,1.0,False
T00475,13,0,0,0.0,1,1.0,False
T00476,12,0,0,0.0,1,1.0,False
T00477,12,0,0,0.0,1,1.0,False
T00478,14,0,0,0.0,1,1.0,False
T00479,9,0,0,0.0,1,1.0,False
T00480,13,0,0,0.0,1,1.0,False
T00481,16,0,0,0.0,2,0.933,False
T00482,15,0,0,0.0,1,1.0,False
T00483,15,0,0,0.0,1,1.0,False
T00484,15,0,0,0.0,1,1.0,False
T00485,12,0,0,0.0,1,1.0,False
T00486,15,0,0,0.0,1,1.0,False
T00487,9,0,0,0.0,1,1.0,False
T00488,17,0,0,0.0,2,0.938,False
T00489,12,0,0,0.0,1,1.0,False
T00490,13,0,0,0.0,1,1.0,False
T00491,15,0,0,0.0,1,1.0,False
T00492,18,0,0,0.0,1,1.0,False
T00493,11,0,0,0.0,1,1.0,False
T00494,14,0,0,0.0,1,1.0,False
T00495,18,0,0,0.0,1,1.0,False
T00496,12,0,0,0.0,1,1.0,False
T00497,16,0,0,0.0,1,1.0,False
T00498,16,0,0,0.0,1,1.0,False
T00499,12,0,0,0.0,1,1.0,False
T00500,15,0,0,0.0,1,1.0,False
T00501,13,0,0,0.0,1,1.0,False
T00502,16,0,0,0.0,1,1.0,False
T00503,12,0,0,0.0,1,1.0,False
T00504,15,0,0,0.0,1,1.0,False
T00505,12,0,0,0.0,1,1.0,False
T00506,17,0,0,0.0,1,1.0,False
T00507,13,0,0,0.0,1,1.0,False
T00508,10,0,0,0.0,1,1.0,False
T00509,11,0,0,0.0,1,1.0,False
T00510,14,0,0,0.0,1,1.0,False
T00511,15,0,0,0.0,1,1.0,False
T00512,14,0,0,0.0,1,1.0,False
T00513,14,0,0,0.0,1,1.0,False
T00514,14,0,0,0.0,1,1.0,False
T00515,16,0,0,0.0,1,1.0,False
T00516,15,1,2,0.143,1,1.0,True
T00517,16,0,0,0.0,1,1.0,False
T00518,13,0,0,0.0,1,1.0,False
T00519,17,0,0,0.0,1,1.0,False
T00520,12,0,0,0.0,1,1.0,False
T00521,10,0,0,0.0,1,1.0,False
T00522,13,0,0,0.0,1,1.0,False
T00523,14,0,0,0.0,1,1.0,False
T00524,14,0,0,0.0,1,1.0,True
T00525,13,0,0,0.0,1,1.0,False
T00526,14,0,0,0.0,1,1.0,False
T00527,12,0,0,0.0,1,1.0,False
T00528,15,0,0,0.0,1,1.0,False
T00529,17,1,2,0.125,1,1.0,True
T00530,12,0,0,0.0,1,1.0,False
T00531,14,2,4,0.308,1,1.0,True
T00532,17,0,0,0.0,1,1.0,False
T00533,13,0,0,0.0,1,1.0,False
T00534,14,0,0,0.0,1,1.0,False
T00535,12,0,0,0.0,1,1.0,False
T00536,11,2,3,0.3,1,1.0,True
T00537,12,0,0,0.0,1,1.0,False
T00538,16,0,0,0.0,1,1.0,False
T00539,15,0,0,0.0,1,1.0,False
T00540,13,0,0,0.0,1,1.0,False
T00541,11,0,0,0.0,1,1.0,False
T00542,13,0,0,0.0,1,1.0,False
T00543,12,0,0,0.0,1,1.0,False
T00544,15,0,0,0.0,1,1.0,False
T00545,16,0,0,0.0,1,1.0,False
T00546,13,0,0,0.0,1,1.0,False
T00547,13,0,0,0.0,1,1.0,False
T00548,14,0,0,0.0,1,1.0,False
T00549,10,0,0,0.0,1,1.0,False
T00550,17,0,0,0.0,1,1.0,False
T00551,12,0,0,0.0,1,1.0,False
T00552,17,0,0,0.0,1,1.0,False
T00553,10,0,0,0.0,1,1.0,False
T00554,9,0,0,0.0,2,0.875,False
T00555,16,0,0,0.0,2,0.933,False
T00556,12,0,0,0.0,1,1.0,False
T00557,13,0,0,0.0,1,1.0,False
T00558,11,0,0,0.0,1,1.0,False
T00559,16,0,0,0.0,1,1.0,False
T00560,12,0,0,0.0,1,1.0,False
T00561,14,0,0,0.0,1,1.0,False
T00562,16,0,0,0.0,1,1.0,False
T00563,15,0,0,0.0,2,0.929,False
T00564,11,0,0,0.0,1,1.0,True
T00565,15,0,0,0.0,1,1.0,True
T00566,15,1,2,0.143,1,1.0,True
T00567,15,0,0,0.0,1,1.0,False
T00568,16,0,0,0.0,1,1.0,False
T00569,13,0,0,0.0,1,1.0,False
T00570,11,0,0,0.0,1,1.0,False
T00571,15,0,0,0.0,1,1.0,False
T00572,13,0,0,0.0,1,1.0,False
T00573,12,0,0,0.0,1,1.0,False
T00574,17,0,0,0.0,1,1.0,False
T00575,11,0,0,0.0,1,1.0,False
T00576,13,0,0,0.0,1,1.0,False
T00577,12,0,0,0.0,1,1.0,True
T00578,16,0,0,0.0,1,1.0,False
T00579,14,0,0,0.0,1,1.0,False
T00580,15,0,0,0.0,1,1.0,True
T00581,13,0,0,0.0,1,1.0,False
T00582,14,0,0,0.0,1,1.0,False
T00583,16,0,0,0.0,1,1.0,False
T00584,17,0,0,0.0,1,1.0,False
T00585,15,0,0,0.0,2,0.929,False
T00586,12,0,0,0.0,1,1.0,False
T00587,13,0,0,0.0,1,1.0,False
T00588,14,0,0,0.0,1,1.0,False
T00589,13,0,0,0.0,1,1.0,False
T00590,15,0,0,0.0,1,1.0,False
T00591,9,1,2,0.25,2,0.875,True
T00592,13,1,2,0.167,1,1.0,True
T00593,15,0,0,0.0,1,1.0,False
T00594,13,0,0,0.0,1,1.0,False
T00595,15,0,0,0.0,2,0.929,False
T00596,16,0,0,0.0,1,1.0,False
T00597,13,0,0,0.0,1,1.0,False
T00598,11,0,0,0.0,2,0.9,False
T00599,11,0,0,0.0,1,1.0,False
T00600,14,0,0,0.0,1,1.0,False
T00601,16,0,0,0.0,2,0.933,False
T00602,16,0,0,0.0,1,1.0,False
T00603,16,0,0,0.0,1,1.0,False
T00604,13,0,0,0.0,1,1.0,False
T00605,12,0,0,0.0,1,1.0,False
T00606,15,0,0,0.0,1,1.0,False
T00607,13,0,0,0.0,1,1.0,False
T00608,12,0,0,0.0,1,1.0,False
T00609,13,0,0,0.0,1,1.0,False
T00610,14,0,0,0.0,1,1.0,False
T00611,15,1,2,0.143,1,1.0,True
T00612,14,0,0,0.0,2,0.846,False
T00613,14,0,0,0.0,1,1.0,False
T00614,12,0,0,0.0,1,1.0,False
T00615,13,0,0,0.0,1,1.0,False
T00616,9,0,0,0.0,1,1.0,False
T00617,11,0,0,0.0,1,1.0,False
T00618,14,0,0,0.0,1,1.0,False
T00619,14,0,0,0.0,1,1.0,False
T00620,9,0,0,0.0,1,1.0,False
T00621,11,0,0,0.0,1,1.0,False
T00622,11,0,0,0.0,1,1.0,False
T00623,14,0,0,0.0,1,1.0,False
T00624,13,0,0,0.0,1,1.0,False
T00625,17,0,0,0.0,1,1.0,False
T00626,13,0,0,0.0,1,1.0,False
T00627,10,0,0,0.0,1,1.0,False
T00628,15,0,0,0.0,1,1.0,False
T00629,11,0,0,0.0,1,1.0,False
T00630,13,0,0,0.0,1,1.0,False
