tourist_id,n_visits,restricted_entries,alternation_count,alternation_ratio,most_common_bigram_freq,unique_bigram_ratio,is_suspicious_ground_truth,is_flagged_pattern,anomaly_score
T00082,16,0,0,0.0,2,0.933,False,True,-0.0075
T00083,14,0,0,0.0,1,1.0,False,False,0.2229
T00084,14,0,0,0.0,1,1.0,False,False,0.2229
T00085,13,0,0,0.0,1,1.0,False,False,0.2241
T00086,13,0,0,0.0,1,1.0,False,False,0.2241
T00087,14,0,0,0.0,1,1.0,False,False,0.2229
T00088,11,0,0,0.0,1,1.0,False,False,0.1749
T00089,12,0,0,0.0,2,0.909,False,True,-0.0347
T00090,10,0,0,0.0,1,1.0,False,False,0.1132
T00091,11,0,0,0.0,1,1.0,False,False,0.1749
T00092,18,0,0,0.0,1,1.0,False,False,0.0258
T00093,15,2,4,0.286,1,1.0,True,True,-0.124
T00094,11,1,2,0.2,1,1.0,True,True,-0.0736
T00095,14,0,0,0.0,2,0.923,False,False,0.0063
T00096,14,0,0,0.0,1,1.0,False,False,0.2229
T00097,15,0,0,0.0,1,1.0,False,False,0.2054
T00098,9,0,0,0.0,1,1.0,False,False,0.0193
T00099,13,0,0,0.0,1,1.0,False,False,0.2241
T00100,15,0,0,0.0,1,1.0,False,False,0.2054
T00101,14,0,0,0.0,1,1.0,False,False,0.2229
T00102,15,0,0,0.0,1,1.0,False,False,0.2054
T00103,11,3,6,0.6,2,0.9,True,True,-0.2088
T00104,15,0,0,0.0,1,1.0,False,False,0.2054
T00105,15,0,0,0.0,1,1.0,False,False,0.2054
T00106,12,0,0,0.0,1,1.0,False,False,0.2035
T00107,14,0,0,0.0,1,1.0,False,False,0.2229
T00108,11,0,0,0.0,1,1.0,False,False,0.1749
T00109,17,0,0,0.0,1,1.0,False,False,0.1213
T00110,14,0,0,0.0,1,1.0,False,False,0.2229
T00111,16,0,0,0.0,1,1.0,False,False,0.1859
T00112,13,0,0,0.0,1,1.0,False,False,0.2241
T00113,13,0,0,0.0,1,1.0,False,False,0.2241
T00114,14,0,0,0.0,1,1.0,False,False,0.2229
T00115,12,0,0,0.0,1,1.0,False,False,0.2035
T00116,11,0,0,0.0,1,1.0,False,False,0.1749
T00117,13,0,0,0.0,1,1.0,False,False,0.2241
T00118,16,0,0,0.0,1,1.0,False,False,0.1859
T00119,14,0,0,0.0,1,1.0,False,False,0.2229
T00120,14,0,0,0.0,1,1.0,False,False,0.2229
T00121,12,0,0,0.0,1,1.0,False,False,0.2035
T00122,15,0,0,0.0,1,1.0,False,False,0.2054
T00123,12,0,0,0.0,1,1.0,False,False,0.2035
T00124,16,0,0,0.0,2,0.933,False,True,-0.0075
T00125,14,0,0,0.0,1,1.0,False,False,0.2229
T00126,17,0,0,0.0,1,1.0,False,False,0.1213
T00127,14,0,0,0.0,1,1.0,False,False,0.2229
T00128,14,0,0,0.0,1,1.0,False,False,0.2229
T00129,13,0,0,0.0,2,0.917,False,False,0.0
T00130,11,0,0,0.0,1,1.0,False,False,0.1749
T00131,14,0,0,0.0,1,1.0,False,False,0.2229
T00132,15,0,0,0.0,1,1.0,False,False,0.2054
T00133,16,0,0,0.0,1,1.0,False,False,0.1859
T00134,13,0,0,0.0,1,1.0,False,False,0.2241
T00135,18,0,0,0.0,1,1.0,False,False,0.0258
T00136,14,0,0,0.0,1,1.0,False,False,0.2229
T00137,12,0,0,0.0,1,1.0,False,False,0.2035
T00138,14,0,0,0.0,1,1.0,False,False,0.2229
T00139,15,0,0,0.0,1,1.0,False,False,0.2054
T00140,17,0,0,0.0,1,1.0,False,False,0.1213
T00141,14,0,0,0.0,1,1.0,False,False,0.2229
T00142,10,0,0,0.0,1,1.0,True,False,0.1132
T00143,15,0,0,0.0,1,1.0,False,False,0.2054
T00144,13,0,0,0.0,1,1.0,False,False,0.2241
T00145,14,0,0,0.0,1,1.0,False,False,0.2229
T00146,16,0,0,0.0,1,1.0,False,False,0.1859
T00147,12,3,5,0.455,1,1.0,True,True,-0.1642
T00148,11,0,0,0.0,1,1.0,False,False,0.1749
T00149,13,0,0,0.0,1,1.0,False,False,0.2241
T00150,9,0,0,0.0,1,1.0,False,False,0.0193
T00151,14,0,0,0.0,1,1.0,False,False,0.2229
T00152,13,0,0,0.0,1,1.0,False,False,0.2241
T00153,13,0,0,0.0,1,1.0,False,False,0.2241
T00154,11,0,0,0.0,1,1.0,False,False,0.1749
T00155,12,0,0,0.0,1,1.0,False,False,0.2035
T00156,13,0,0,0.0,1,1.0,False,False,0.2241
T00157,10,0,0,0.0,1,1.0,False,False,0.1132
T00158,15,0,0,0.0,1,1.0,False,False,0.2054
T00159,14,0,0,0.0,2,0.923,False,False,0.0063
T00160,15,0,0,0.0,1,1.0,False,False,0.2054
T00161,16,0,0,0.0,1,1.0,False,False,0.1859
T00162,16,0,0,0.0,1,1.0,False,False,0.1859
T00163,13,0,0,0.0,1,1.0,False,False,0.2241
T00164,13,0,0,0.0,1,1.0,False,False,0.2241
T00165,13,0,0,0.0,1,1.0,False,False,0.2241
T00166,13,0,0,0.0,1,1.0,False,False,0.2241
T00167,16,0,0,0.0,1,1.0,False,False,0.1859
T00168,14,0,0,0.0,1,1.0,False,False,0.2229
T00169,16,0,0,0.0,1,1.0,False,False,0.1859
T00170,12,0,0,0.0,1,1.0,False,False,0.2035
T00171,11,0,0,0.0,1,1.0,False,False,0.1749
T00172,15,0,0,0.0,1,1.0,False,False,0.2054
T00173,14,0,0,0.0,1,1.0,True,False,0.2229
T00174,11,0,0,0.0,1,1.0,False,False,0.1749
T00175,14,0,0,0.0,1,1.0,False,False,0.2229
T00176,18,0,0,0.0,1,1.0,False,False,0.0258
T00177,17,0,0,0.0,1,1.0,False,False,0.1213
T00178,12,0,0,0.0,1,1.0,False,False,0.2035
T00179,11,0,0,0.0,1,1.0,False,False,0.1749
T00180,10,0,0,0.0,1,1.0,False,False,0.1132
T00181,15,0,0,0.0,1,1.0,False,False,0.2054
T00182,18,0,0,0.0,1,1.0,False,False,0.0258
T00183,10,0,0,0.0,1,1.0,False,False,0.1132
T00184,12,0,0,0.0,1,1.0,False,False,0.2035
T00185,14,0,0,0.0,1,1.0,False,False,0.2229
T00186,11,0,0,0.0,1,1.0,False,False,0.1749
T00187,13,0,0,0.0,1,1.0,False,False,0.2241
T00188,15,0,0,0.0,1,1.0,False,False,0.2054
T00189,12,0,0,0.0,1,1.0,False,False,0.2035
T00190,12,0,0,0.0,1,1.0,False,False,0.2035
T00191,16,1,2,0.133,1,1.0,True,True,-0.0587
T00192,15,0,0,0.0,1,1.0,False,False,0.2054
T00193,12,0,0,0.0,1,1.0,False,False,0.2035
T00194,12,0,0,0.0,1,1.0,False,False,0.2035
T00195,10,1,1,0.111,1,1.0,True,True,-0.0699
T00196,14,0,0,0.0,1,1.0,False,False,0.2229
T00197,10,0,0,0.0,1,1.0,False,False,0.1132
T00198,13,0,0,0.0,1,1.0,False,False,0.2241
T00199,14,0,0,0.0,1,1.0,False,False,0.2229
T00200,17,0,0,0.0,1,1.0,False,False,0.1213
T00201,11,0,0,0.0,1,1.0,False,False,0.1749
T00202,14,0,0,0.0,1,1.0,False,False,0.2229
T00203,15,0,0,0.0,1,1.0,False,False,0.2054
T00204,14,0,0,0.0,1,1.0,False,False,0.2229
T00205,13,0,0,0.0,1,1.0,False,False,0.2241
T00206,16,0,0,0.0,1,1.0,False,False,0.1859
T00207,13,0,0,0.0,1,1.0,False,False,0.2241
T00208,11,0,0,0.0,1,1.0,False,False,0.1749
T00209,12,0,0,0.0,1,1.0,False,False,0.2035
T00210,12,0,0,0.0,1,1.0,False,False,0.2035
T00211,14,0,0,0.0,1,1.0,False,False,0.2229
T00212,16,0,0,0.0,1,1.0,False,False,0.1859
T00213,16,0,0,0.0,1,1.0,False,False,0.1859
T00214,14,0,0,0.0,2,0.923,True,False,0.0063
T00215,16,0,0,0.0,1,1.0,False,False,0.1859
T00216,18,0,0,0.0,1,1.0,False,False,0.0258
T00217,14,0,0,0.0,1,1.0,False,False,0.2229
T00218,16,0,0,0.0,1,1.0,False,False,0.1859
T00219,16,0,0,0.0,1,1.0,False,False,0.1859
T00220,15,0,0,0.0,1,1.0,False,False,0.2054
T00221,12,0,0,0.0,1,1.0,False,False,0.2035
T00222,15,0,0,0.0,1,1.0,False,False,0.2054
T00223,14,0,0,0.0,2,0.923,False,False,0.0063
T00224,12,0,0,0.0,1,1.0,False,False,0.2035
T00225,15,0,0,0.0,1,1.0,False,False,0.2054
T00226,13,0,0,0.0,1,1.0,False,False,0.2241
T00227,15,0,0,0.0,1,1.0,False,False,0.2054
T00228,12,0,0,0.0,2,0.909,False,True,-0.0347
T00229,16,0,0,0.0,1,1.0,False,False,0.1859
T00230,13,0,0,0.0,1,1.0,False,False,0.2241
T00231,13,0,0,0.0,1,1.0,False,False,0.2241
T00232,11,0,0,0.0,1,1.0,False,False,0.1749
T00233,12,0,0,0.0,1,1.0,False,False,0.2035
T00234,12,0,0,0.0,1,1.0,False,False,0.2035
T00235,13,0,0,0.0,1,1.0,False,False,0.2241
T00236,11,1,1,0.1,1,1.0,True,True,-0.0507
T00237,15,0,0,0.0,1,1.0,False,False,0.2054
T00238,16,0,0,0.0,1,1.0,False,False,0.1859
T00239,16,0,0,0.0,1,1.0,False,False,0.1859
T00240,12,0,0,0.0,1,1.0,False,False,0.2035
T00241,14,0,0,0.0,1,1.0,False,False,0.2229
T00242,15,0,0,0.0,1,1.0,False,False,0.2054
T00243,11,0,0,0.0,1,1.0,False,False,0.1749
T00244,17,0,0,0.0,1,1.0,False,False,0.1213
T00245,15,0,0,0.0,2,0.929,False,False,0.0177
T00246,17,0,0,0.0,1,1.0,False,False,0.1213
T00247,15,0,0,0.0,1,1.0,False,False,0.2054
T00248,13,0,0,0.0,1,1.0,False,False,0.2241
T00249,13,0,0,0.0,1,1.0,False,False,0.2241
T00250,13,0,0,0.0,1,1.0,False,False,0.2241
T00251,13,0,0,0.0,1,1.0,False,False,0.2241
T00252,13,0,0,0.0,1,1.0,False,False,0.2241
T00253,14,0,0,0.0,1,1.0,False,False,0.2229
T00254,14,0,0,0.0,1,1.0,False,False,0.2229
T00255,15,0,0,0.0,1,1.0,False,False,0.2054
T00256,14,0,0,0.0,1,1.0,False,False,0.2229
T00257,11,0,0,0.0,1,1.0,False,False,0.1749
T00258,13,0,0,0.0,1,1.0,False,False,0.2241
T00259,12,0,0,0.0,1,1.0,False,False,0.2035
T00260,12,0,0,0.0,1,1.0,False,False,0.2035
T00261,15,0,0,0.0,1,1.0,False,False,0.2054
T00262,15,0,0,0.0,2,0.929,False,False,0.0177
T00263,14,0,0,0.0,1,1.0,False,False,0.2229
T00264,13,0,0,0.0,1,1.0,False,False,0.2241
T00265,14,0,0,0.0,1,1.0,False,False,0.2229
T00266,11,0,0,0.0,1,1.0,False,False,0.1749
T00267,14,0,0,0.0,1,1.0,False,False,0.2229
T00268,14,0,0,0.0,1,1.0,False,False,0.2229
T00269,12,0,0,0.0,1,1.0,False,False,0.2035
T00270,16,0,0,0.0,1,1.0,False,False,0.1859
T00271,14,0,0,0.0,1,1.0,False,False,0.2229
T00272,10,0,0,0.0,1,1.0,False,False,0.1132
T00273,15,0,0,0.0,1,1.0,False,False,0.2054
T00274,12,0,0,0.0,1,1.0,False,False,0.2035
T00275,15,0,0,0.0,1,1.0,False,False,0.2054
T00276,16,0,0,0.0,1,1.0,False,False,0.1859
T00277,14,0,0,0.0,1,1.0,True,False,0.2229
T00278,10,0,0,0.0,1,1.0,False,False,0.1132
T00279,12,0,0,0.0,1,1.0,False,False,0.2035
T00280,14,0,0,0.0,1,1.0,False,False,0.2229
T00281,15,0,0,0.0,1,1.0,False,False,0.2054
T00282,13,0,0,0.0,1,1.0,False,False,0.2241
T00283,11,0,0,0.0,1,1.0,False,False,0.1749
T00284,13,0,0,0.0,1,1.0,False,False,0.2241
T00285,14,0,0,0.0,1,1.0,False,False,0.2229
T00286,12,0,0,0.0,1,1.0,False,False,0.2035
T00287,15,1,1,0.071,1,1.0,True,True,-0.0454
T00288,18,0,0,0.0,1,1.0,False,False,0.0258
T00289,14,0,0,0.0,1,1.0,False,False,0.2229
T00290,12,0,0,0.0,1,1.0,False,False,0.2035
T00291,14,0,0,0.0,1,1.0,False,False,0.2229
T00292,12,0,0,0.0,1,1.0,False,False,0.2035
T00293,12,0,0,0.0,1,1.0,False,False,0.2035
T00294,11,0,0,0.0,1,1.0,False,False,0.1749
T00295,14,0,0,0.0,1,1.0,False,False,0.2229
T00296,13,0,0,0.0,1,1.0,False,False,0.2241
T00297,11,0,0,0.0,1,1.0,False,False,0.1749
T00298,16,0,0,0.0,1,1.0,False,False,0.1859
T00299,11,0,0,0.0,1,1.0,False,False,0.1749
T00300,12,0,0,0.0,1,1.0,False,False,0.2035
T00301,10,0,0,0.0,2,0.889,False,True,-0.0817
T00302,13,0,0,0.0,1,1.0,True,False,0.2241
T00303,18,0,0,0.0,1,1.0,False,False,0.0258
T00304,17,0,0,0.0,1,1.0,False,False,0.1213
T00305,16,0,0,0.0,1,1.0,False,False,0.1859
T00306,12,0,0,0.0,1,1.0,False,False,0.2035
T00307,14,0,0,0.0,2,0.923,False,False,0.0063
T00308,12,0,0,0.0,1,1.0,False,False,0.2035
T00309,12,0,0,0.0,2,0.909,False,True,-0.0347
T00310,15,0,0,0.0,1,1.0,False,False,0.2054
T00311,13,0,0,0.0,2,0.917,False,False,0.0
T00312,11,0,0,0.0,2,0.9,False,True,-0.0595
T00313,12,0,0,0.0,1,1.0,False,False,0.2035
T00314,13,2,3,0.25,1,1.0,True,True,-0.1034
T00315,14,0,0,0.0,1,1.0,False,False,0.2229
T00316,14,0,0,0.0,1,1.0,False,False,0.2229
T00317,9,0,0,0.0,1,1.0,False,False,0.0193
T00318,15,0,0,0.0,2,0.857,False,True,-0.0943
T00319,15,0,0,0.0,1,1.0,False,False,0.2054
T00320,13,0,0,0.0,1,1.0,False,False,0.2241
T00321,14,0,0,0.0,1,1.0,False,False,0.2229
T00322,16,0,0,0.0,1,1.0,False,False,0.1859
T00323,11,0,0,0.0,1,1.0,False,False,0.1749
T00324,16,0,0,0.0,1,1.0,False,False,0.1859
T00325,14,1,1,0.077,1,1.0,True,True,-0.0508
T00326,18,0,0,0.0,2,0.941,False,True,-0.0831
T00327,13,0,0,0.0,1,1.0,False,False,0.2241
T00328,18,0,0,0.0,1,1.0,False,False,0.0258
T00329,13,0,0,0.0,1,1.0,False,False,0.2241
T00330,16,0,0,0.0,1,1.0,False,False,0.1859
T00331,12,0,0,0.0,1,1.0,False,False,0.2035
T00332,13,0,0,0.0,1,1.0,False,False,0.2241
T00333,16,0,0,0.0,1,1.0,False,False,0.1859
T00334,12,0,0,0.0,1,1.0,False,False,0.2035
T00335,15,0,0,0.0,1,1.0,False,False,0.2054
T00336,15,0,0,0.0,1,1.0,False,False,0.2054
T00337,14,0,0,0.0,1,1.0,False,False,0.2229
T00338,17,0,0,0.0,1,1.0,False,False,0.1213
T00339,15,0,0,0.0,1,1.0,False,False,0.2054
T00340,12,0,0,0.0,1,1.0,False,False,0.2035
T00341,14,0,0,0.0,1,1.0,False,False,0.2229
T00342,13,0,0,0.0,1,1.0,False,False,0.2241
T00343,14,0,0,0.0,1,1.0,True,False,0.2229
T00344,15,0,0,0.0,1,1.0,False,False,0.2054
T00345,13,0,0,0.0,1,1.0,False,False,0.2241
T00346,16,0,0,0.0,1,1.0,False,False,0.1859
T00347,13,0,0,0.0,1,1.0,False,False,0.2241
T00348,14,0,0,0.0,1,1.0,False,False,0.2229
T00349,14,0,0,0.0,1,1.0,False,False,0.2229
T00350,16,0,0,0.0,1,1.0,False,False,0.1859
T00351,15,0,0,0.0,1,1.0,False,False,0.2054
T00352,10,0,0,0.0,1,1.0,False,False,0.1132
T00353,13,0,0,0.0,1,1.0,True,False,0.2241
T00354,11,0,0,0.0,1,1.0,False,False,0.1749
T00355,15,1,2,0.143,1,1.0,True,True,-0.0471
T00356,15,0,0,0.0,1,1.0,False,False,0.2054
T00357,15,0,0,0.0,1,1.0,False,False,0.2054
T00358,13,0,0,0.0,1,1.0,False,False,0.2241
T00359,16,0,0,0.0,1,1.0,False,False,0.1859
T00360,13,0,0,0.0,1,1.0,False,False,0.2241
T00361,12,0,0,0.0,1,1.0,False,False,0.2035
T00362,14,0,0,0.0,1,1.0,False,False,0.2229
T00363,12,0,0,0.0,1,1.0,False,False,0.2035
T00364,17,0,0,0.0,1,1.0,False,False,0.1213
T00365,15,0,0,0.0,1,1.0,False,False,0.2054
T00366,13,0,0,0.0,1,1.0,False,False,0.2241
T00367,11,0,0,0.0,1,1.0,False,False,0.1749
T00368,13,0,0,0.0,1,1.0,False,False,0.2241
T00369,14,0,0,0.0,1,1.0,False,False,0.2229
T00370,13,0,0,0.0,1,1.0,False,False,0.2241
T00371,12,0,0,0.0,1,1.0,False,False,0.2035
T00372,16,0,0,0.0,1,1.0,False,False,0.1859
T00373,13,0,0,0.0,1,1.0,False,False,0.2241
T00374,15,0,0,0.0,1,1.0,False,False,0.2054
T00375,13,0,0,0.0,1,1.0,False,False,0.2241
T00376,12,0,0,0.0,1,1.0,False,False,0.2035
T00377,16,0,0,0.0,1,1.0,False,False,0.1859
T00378,14,0,0,0.0,1,1.0,False,False,0.2229
T00379,16,0,0,0.0,1,1.0,False,False,0.1859
T00380,13,0,0,0.0,1,1.0,False,False,0.2241
T00381,17,0,0,0.0,1,1.0,False,False,0.1213
T00382,12,0,0,0.0,1,1.0,False,False,0.2035
T00383,16,0,0,0.0,1,1.0,False,False,0.1859
T00384,13,0,0,0.0,1,1.0,False,False,0.2241
T00385,14,0,0,0.0,1,1.0,False,False,0.2229
T00386,13,3,5,0.417,1,1.0,True,True,-0.1537
T00387,15,0,0,0.0,1,1.0,False,False,0.2054
T00388,15,0,0,0.0,1,1.0,False,False,0.2054
T00389,16,0,0,0.0,1,1.0,False,False,0.1859
T00390,15,0,0,0.0,1,1.0,False,False,0.2054
T00391,13,0,0,0.0,1,1.0,False,False,0.2241
T00392,13,0,0,0.0,1,1.0,False,False,0.2241
T00393,16,0,0,0.0,1,1.0,False,False,0.1859
T00394,15,0,0,0.0,1,1.0,False,False,0.2054
T00395,17,0,0,0.0,1,1.0,False,False,0.1213
T00396,13,0,0,0.0,1,1.0,False,False,0.2241
T00397,16,0,0,0.0,1,1.0,False,False,0.1859
T00398,14,0,0,0.0,1,1.0,False,False,0.2229
T00399,11,0,0,0.0,1,1.0,False,False,0.1749
T00400,14,0,0,0.0,1,1.0,False,False,0.2229
T00401,14,0,0,0.0,1,1.0,False,False,0.2229
T00402,14,0,0,0.0,1,1.0,False,False,0.2229
T00403,13,0,0,0.0,1,1.0,False,False,0.2241
T00404,15,0,0,0.0,1,1.0,False,False,0.2054
T00405,12,0,0,0.0,1,1.0,False,False,0.2035
T00406,14,0,0,0.0,1,1.0,False,False,0.2229
T00407,15,0,0,0.0,1,1.0,False,False,0.2054
T00408,11,0,0,0.0,1,1.0,False,False,0.1749
T00409,14,0,0,0.0,1,1.0,False,False,0.2229
T00410,13,0,0,0.0,1,1.0,False,False,0.2241
T00411,15,0,0,0.0,1,1.0,False,False,0.2054
T00412,12,0,0,0.0,1,1.0,False,False,0.2035
T00413,14,0,0,0.0,1,1.0,False,False,0.2229
T00414,11,0,0,0.0,1,1.0,False,False,0.1749
T00415,12,0,0,0.0,2,0.909,False,True,-0.0347
T00416,14,0,0,0.0,1,1.0,False,False,0.2229
T00417,11,0,0,0.0,1,1.0,False,False,0.1749
T00418,13,0,0,0.0,1,1.0,False,False,0.2241
T00419,17,0,0,0.0,1,1.0,False,False,0.1213
T00420,14,0,0,0.0,1,1.0,False,False,0.2229
T00421,12,0,0,0.0,1,1.0,False,False,0.2035
T00422,10,0,0,0.0,1,1.0,False,False,0.1132
T00423,16,0,0,0.0,1,1.0,False,False,0.1859
T00424,10,0,0,0.0,1,1.0,False,False,0.1132
T00425,16,0,0,0.0,1,1.0,False,False,0.1859
T00426,12,0,0,0.0,1,1.0,False,False,0.2035
T00427,11,0,0,0.0,1,1.0,False,False,0.1749
T00428,11,0,0,0.0,1,1.0,False,False,0.1749
T00429,13,0,0,0.0,1,1.0,False,False,0.2241
T00430,14,0,0,0.0,1,1.0,False,False,0.2229
T00431,11,0,0,0.0,1,1.0,False,False,0.1749
T00432,17,0,0,0.0,1,1.0,False,False,0.1213
T00433,13,0,0,0.0,1,1.0,False,False,0.2241
T00434,13,0,0,0.0,1,1.0,False,False,0.2241
T00435,14,0,0,0.0,1,1.0,False,False,0.2229
T00436,14,0,0,0.0,1,1.0,False,False,0.2229
T00437,14,0,0,0.0,1,1.0,False,False,0.2229
T00438,16,0,0,0.0,1,1.0,False,False,0.1859
T00439,13,0,0,0.0,2,0.917,False,False,0.0
T00440,10,0,0,0.0,1,1.0,False,False,0.1132
T00441,13,0,0,0.0,1,1.0,False,False,0.2241
T00442,16,0,0,0.0,1,1.0,False,False,0.1859
T00443,13,0,0,0.0,1,1.0,False,False,0.2241
T00444,17,0,0,0.0,1,1.0,False,False,0.1213
T00445,12,0,0,0.0,1,1.0,False,False,0.2035
T00446,14,0,0,0.0,1,1.0,False,False,0.2229
T00447,15,0,0,0.0,1,1.0,True,False,0.2054
T00448,13,0,0,0.0,1,1.0,False,False,0.2241
T00449,12,0,0,0.0,1,1.0,False,False,0.2035
T00450,13,0,0,0.0,1,1.0,False,False,0.2241
T00451,14,0,0,0.0,1,1.0,False,False,0.2229
T00452,14,0,0,0.0,1,1.0,False,False,0.2229
T00453,14,1,1,0.077,1,1.0,True,True,-0.0508
T00454,14,0,0,0.0,1,1.0,False,False,0.2229
T00455,11,0,0,0.0,1,1.0,False,False,0.1749
T00456,13,0,0,0.0,1,1.0,False,False,0.2241
T00457,15,0,0,0.0,1,1.0,False,False,0.2054
T00458,13,2,4,0.333,1,1.0,True,True,-0.1257
T00459,13,0,0,0.0,1,1.0,False,False,0.2241
T00460,14,0,0,0.0,1,1.0,False,False,0.2229
T00461,12,0,0,0.0,1,1.0,False,False,0.2035
T00462,13,0,0,0.0,1,1.0,False,False,0.2241
T00463,12,0,0,0.0,1,1.0,False,False,0.2035
T00464,13,1,2,0.167,2,0.917,True,True,-0.1043
T00465,12,1,2,0.182,1,1.0,True,True,-0.0616
T00466,11,0,0,0.0,1,1.0,False,False,0.1749
T00467,12,2,3,0.273,1,1.0,True,True,-0.1009
T00468,11,0,0,0.0,1,1.0,False,False,0.1749
T00469,14,0,0,0.0,1,1.0,False,False,0.2229
T00470,11,0,0,0.0,1,1.0,False,False,0.1749
T00471,13,0,0,0.0,1,1.0,False,False,0.2241
T00472,12,0,0,0.0,1,1.0,False,False,0.2035
T00473,15,0,0,0.0,1,1.0,False,False,0.2054
T00474,10,0,0,0.0,1,1.0,False,False,0.1132
T00475,13,0,0,0.0,1,1.0,False,False,0.2241
T00476,12,0,0,0.0,1,1.0,False,False,0.2035
