tourist_id,day,sequence_num,place_id,place_name,cluster,restricted,arrival_time,dwell_minutes,distance_from_prev_km,is_suspicious_tourist
T00012,1,143,P032,Ketti Valley,Ooty,False,2026-04-15T14:00:00,72,6.74,False
T00012,2,144,P017,Kateri Falls,Coonoor,False,2026-04-15T15:39:00,33,3.82,False
T00012,2,145,P043,Aruvankadu,Coonoor,False,2026-04-15T16:31:00,24,7.83,False
T00012,2,146,P038,Deer Park,Ooty,False,2026-04-15T17:15:00,48,8.34,False
T00012,2,147,P005,Government Rose Garden,Ooty,False,2026-04-15T18:13:00,78,0.89,False
T00012,3,148,P030,Bison Valley,Coonoor,False,2026-04-15T20:18:00,49,6.05,False
T00012,3,149,P016,Catherine Falls Coonoor side,Coonoor,False,2026-04-15T21:21:00,44,5.81,False
T00012,3,150,P044,Burliar,Coonoor,False,2026-04-15T22:30:00,55,10.11,False
T00012,3,151,P038,Deer Park,Ooty,False,2026-04-16T00:13:00,55,19.33,False
T00012,3,152,P033,Tribal Research Centre Museum,Ooty,False,2026-04-16T01:18:00,85,2.99,False
T00013,1,153,P041,St. Stephen's Church,Ooty,False,2026-04-15T08:25:00,34,10.14,False
T00013,1,154,P031,Law's Falls,Coonoor,False,2026-04-15T09:36:00,53,14.84,False
T00013,1,155,P015,Lamb's Rock,Coonoor,False,2026-04-15T10:39:00,53,2.78,False
T00013,1,156,P013,Sim's Park,Coonoor,False,2026-04-15T11:42:00,75,2.24,False
T00013,1,157,P042,Wellington,Coonoor,False,2026-04-15T13:07:00,60,2.98,False
T00013,2,158,P005,Government Rose Garden,Ooty,False,2026-04-15T15:30:00,85,10.76,False
T00013,2,159,P003,Government Botanical Garden,Ooty,False,2026-04-15T17:05:00,44,1.95,False
T00013,2,160,P029,Kalhatty Falls,Ooty,False,2026-04-15T18:10:00,75,8.49,False
T00013,2,161,P001,Ooty Town Centre,Ooty,False,2026-04-15T19:48:00,88,9.59,False
T00013,2,162,P014,Dolphin's Nose,Coonoor,False,2026-04-15T21:51:00,45,14.01,False
T00013,2,163,P042,Wellington,Coonoor,False,2026-04-15T22:52:00,28,6.49,False
T00013,3,164,P006,Wax World Museum,Ooty,False,2026-04-16T00:45:00,35,11.33,False
T00013,3,165,P016,Catherine Falls Coonoor side,Coonoor,False,2026-04-16T01:51:00,58,12.54,False
T00013,3,166,P003,Government Botanical Garden,Ooty,False,2026-04-16T03:22:00,72,13.42,False
T00013,3,167,P033,Tribal Research Centre Museum,Ooty,False,2026-04-16T04:44:00,57,3.61,False
T00013,3,168,P057,Fernhill,Ooty,False,2026-04-16T05:51:00,44,1.11,False
T00014,1,169,P006,Wax World Museum,Ooty,False,2026-04-15T08:28:00,58,11.33,False
T00014,1,170,P038,Deer Park,Ooty,False,2026-04-15T09:36:00,20,1.65,False
T00014,1,171,P029,Kalhatty Falls,Ooty,False,2026-04-15T10:21:00,46,10.37,False
T00014,1,172,P038,Deer Park,Ooty,False,2026-04-15T11:32:00,61,10.37,False
T00014,2,173,P002,Ooty Lake,Ooty,False,2026-04-15T13:23:00,47,10.02,False
T00014,2,174,P041,St. Stephen's Church,Ooty,False,2026-04-15T14:20:00,41,1.15,False
T00014,2,175,P013,Sim's Park,Coonoor,False,2026-04-15T15:33:00,56,12.84,False
T00014,2,176,P003,Government Botanical Garden,Ooty,False,2026-04-15T16:58:00,62,11.87,False
T00014,2,177,P004,Doddabetta Peak,Ooty,False,2026-04-15T18:10:00,50,3.34,False
T00014,2,178,P014,Dolphin's Nose,Coonoor,False,2026-04-15T19:27:00,48,10.85,False
T00014,3,179,P009,Pykara Lake,Pykara,False,2026-04-15T21:26:00,25,0.92,False
T00014,3,180,P034,Glenmorgan,Pykara,False,2026-04-15T22:01:00,80,3.11,False
T00014,3,181,P006,Wax World Museum,Ooty,False,2026-04-15T23:54:00,29,13.51,False
T00014,3,182,P039,Thread Garden,Ooty,False,2026-04-16T00:33:00,44,0.99,False
T00015,1,183,P004,Doddabetta Peak,Ooty,False,2026-04-15T08:36:00,20,14.45,False
T00015,1,184,P034,Glenmorgan,Pykara,False,2026-04-15T09:37:00,33,16.58,False
T00015,1,185,P036,Kamraj Sagar Dam,Ooty,False,2026-04-15T10:24:00,48,5.84,False
T00015,1,186,P005,Government Rose Garden,Ooty,False,2026-04-15T11:29:00,86,7.11,False
T00015,1,187,P039,Thread Garden,Ooty,False,2026-04-15T13:05:00,51,0.26,False
T00015,1,188,P037,Needle View Point,Pykara,False,2026-04-15T14:21:00,35,10.1,False
T00015,2,189,P003,Government Botanical Garden,Ooty,False,2026-04-15T16:09:00,79,13.86,False
T00015,2,190,P014,Dolphin's Nose,Coonoor,False,2026-04-15T18:02:00,60,13.95,False
T00015,2,191,P046,Aracode,Kotagiri,False,2026-04-15T19:53:00,76,20.54,False
T00015,2,192,P016,Catherine Falls Coonoor side,Coonoor,False,2026-04-15T22:08:00,84,23.61,False
T00015,2,193,P059,Coonoor Town Centre,Coonoor,False,2026-04-15T23:47:00,90,6.13,False
T00015,2,194,P044,Burliar,Coonoor,False,2026-04-16T01:32:00,40,6.29,False
T00015,3,195,P007,Tea Factory and Museum,Ooty,False,2026-04-16T03:43:00,51,13.47,False
T00015,3,196,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-16T05:36:00,55,25.08,False
T00015,3,197,P039,Thread Garden,Ooty,False,2026-04-16T07:27:00,86,22.71,False
T00015,3,198,P040,Thunder World,Ooty,False,2026-04-16T09:03:00,50,0.49,False
T00015,3,199,P007,Tea Factory and Museum,Ooty,False,2026-04-16T10:03:00,29,2.76,False
T00015,3,200,P016,Catherine Falls Coonoor side,Coonoor,False,2026-04-16T10:59:00,50,11.13,False
T00016,1,201,P003,Government Botanical Garden,Ooty,False,2026-04-15T08:34:00,49,13.86,False
T00016,1,202,P038,Deer Park,Ooty,False,2026-04-15T09:33:00,39,2.76,False
T00016,1,203,P016,Catherine Falls Coonoor side,Coonoor,False,2026-04-15T10:45:00,28,13.21,False
T00016,2,204,P007,Tea Factory and Museum,Ooty,False,2026-04-15T12:20:00,89,13.47,False
T00016,2,205,P039,Thread Garden,Ooty,False,2026-04-15T13:59:00,27,3.23,False
T00016,2,206,P005,Government Rose Garden,Ooty,False,2026-04-15T14:36:00,73,0.26,False
T00016,2,207,P038,Deer Park,Ooty,False,2026-04-15T15:59:00,22,0.89,False
T00016,2,208,P030,Bison Valley,Coonoor,False,2026-04-15T17:06:00,68,18.29,False
T00016,2,209,P002,Ooty Lake,Ooty,False,2026-04-15T19:00:00,65,18.52,False
T00016,3,210,P038,Deer Park,Ooty,False,2026-04-15T21:01:00,73,11.31,False
T00016,3,211,P057,Fernhill,Ooty,False,2026-04-15T22:24:00,89,1.99,False
T00016,3,212,P020,Rangaswamy Peak,Kotagiri,False,2026-04-16T00:36:00,48,17.58,False
T00016,3,213,P013,Sim's Park,Coonoor,False,2026-04-16T01:51:00,54,10.9,False
T00016,3,214,P059,Coonoor Town Centre,Coonoor,False,2026-04-16T02:55:00,23,0.2,False
T00017,1,215,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-15T08:32:00,79,12.92,False
T00017,1,216,P051,Padanthorai,Gudalur,False,2026-04-15T10:34:00,88,17.45,False
T00017,1,217,P027,Gudalur Town,Gudalur,False,2026-04-15T12:13:00,70,4.41,False
T00017,1,218,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-15T13:55:00,23,13.11,False
T00017,1,219,P056,Sigur Plateau,Mudumalai,False,2026-04-15T14:52:00,74,13.86,False
T00017,1,220,P024,Masinagudi Town,Mudumalai,False,2026-04-15T16:28:00,79,8.96,False
T00017,2,221,P027,Gudalur Town,Gudalur,False,2026-04-15T18:43:00,68,2.86,False
T00017,2,222,P052,Cherangodu,Gudalur,False,2026-04-15T20:01:00,78,2.29,False
T00017,2,223,P051,Padanthorai,Gudalur,False,2026-04-15T21:34:00,68,6.23,False
T00017,2,224,P050,Nellakotta,Gudalur,False,2026-04-15T22:57:00,73,6.39,False
T00017,3,225,P024,Masinagudi Town,Mudumalai,False,2026-04-16T01:06:00,80,18.51,False
T00017,3,226,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-16T02:42:00,89,6.51,False
T00017,3,227,P054,Bokkapuram,Mudumalai,False,2026-04-16T04:26:00,64,6.03,False
T00017,3,228,P002,Ooty Lake,Ooty,False,2026-04-16T06:15:00,28,18.07,False
T00017,3,229,P020,Rangaswamy Peak,Kotagiri,False,2026-04-16T07:25:00,25,16.97,False
T00018,1,230,P038,Deer Park,Ooty,False,2026-04-15T08:25:00,39,10.24,False
T00018,1,231,P006,Wax World Museum,Ooty,False,2026-04-15T09:14:00,80,1.65,False
T00018,1,232,P014,Dolphin's Nose,Coonoor,False,2026-04-15T11:07:00,47,13.4,False
T00018,1,233,P002,Ooty Lake,Ooty,False,2026-04-15T12:30:00,52,14.66,False
T00018,2,234,P009,Pykara Lake,Pykara,False,2026-04-15T13:57:00,34,0.92,False
T00018,2,235,P036,Kamraj Sagar Dam,Ooty,False,2026-04-15T14:41:00,40,2.74,False
T00018,2,236,P047,Kairbetta,Kotagiri,False,2026-04-15T16:07:00,33,18.56,False
T00018,2,237,P015,Lamb's Rock,Coonoor,False,2026-04-15T17:16:00,59,14.41,False
T00018,2,238,P005,Government Rose Garden,Ooty,False,2026-04-15T18:45:00,68,12.39,False
T00018,3,239,P041,St. Stephen's Church,Ooty,False,2026-04-15T20:44:00,45,10.14,False
T00018,3,240,P003,Government Botanical Garden,Ooty,False,2026-04-15T21:39:00,51,1.76,False
T00018,3,241,P004,Doddabetta Peak,Ooty,False,2026-04-15T22:40:00,58,3.34,False
T00018,3,242,P024,Masinagudi Town,Mudumalai,False,2026-04-16T00:31:00,35,21.48,False
T00018,3,243,P039,Thread Garden,Ooty,False,2026-04-16T01:53:00,25,19.16,False
T00018,3,244,P033,Tribal Research Centre Museum,Ooty,False,2026-04-16T02:28:00,74,3.0,False
T00019,1,245,P001,Ooty Town Centre,Ooty,False,2026-04-15T08:30:00,73,12.37,False
T00019,1,246,P021,Elk Falls,Kotagiri,False,2026-04-15T10:23:00,33,16.16,False
T00019,1,247,P007,Tea Factory and Museum,Ooty,False,2026-04-15T11:29:00,66,13.52,False
T00019,1,248,P010,Pykara Dam,Pykara,False,2026-04-15T13:07:00,78,12.87,False
T00019,1,249,P029,Kalhatty Falls,Ooty,False,2026-04-15T14:49:00,75,9.94,False
T00019,2,250,P038,Deer Park,Ooty,False,2026-04-15T17:25:00,54,11.31,False
T00019,2,251,P009,Pykara Lake,Pykara,False,2026-04-15T18:42:00,88,9.34,False
T00019,2,252,P036,Kamraj Sagar Dam,Ooty,False,2026-04-15T20:20:00,79,2.74,False
T00019,2,253,P038,Deer Park,Ooty,False,2026-04-15T21:55:00,54,6.64,False
T00019,3,254,P040,Thunder World,Ooty,False,2026-04-15T23:47:00,31,12.0,False
T00019,3,255,P028,Bellikkal,Ooty,False,2026-04-16T00:40:00,77,8.88,False
T00019,3,256,P007,Tea Factory and Museum,Ooty,False,2026-04-16T02:15:00,79,7.49,False
T00019,3,257,P058,Lovedale,Ooty,False,2026-04-16T03:48:00,68,6.0,False
T00019,3,258,P033,Tribal Research Centre Museum,Ooty,False,2026-04-16T05:06:00,83,3.51,False
T00020,1,259,P006,Wax World Museum,Ooty,False,2026-04-15T08:31:00,53,12.42,False
T00020,1,260,P035,Wenlock Downs,Ooty,False,2026-04-15T09:39:00,55,6.13,False
T00020,1,261,P057,Fernhill,Ooty,False,2026-04-15T10:44:00,86,3.11,False
T00020,1,262,P043,Aruvankadu,Coonoor,False,2026-04-15T12:34:00,30,9.85,False
T00020,2,263,P038,Deer Park,Ooty,False,2026-04-15T14:12:00,82,11.31,False
T00020,2,264,P058,Lovedale,Ooty,False,2026-04-15T15:44:00,50,2.25,False
T00020,2,265,P015,Lamb's Rock,Coonoor,False,2026-04-15T17:10:00,82,14.47,False
T00020,2,266,P001,Ooty Town Centre,Ooty,False,2026-04-15T19:03:00,22,12.47,False
T00020,3,267,P005,Government Rose Garden,Ooty,False,2026-04-15T20:24:00,71,11.94,False
T00020,3,268,P015,Lamb's Rock,Coonoor,False,2026-04-15T22:05:00,59,12.39,False
T00020,3,269,P018,Kodanad Viewpoint,Kotagiri,False,2026-04-15T23:43:00,67,15.94,False
T00021,1,270,P060,Kotagiri Town Centre,Kotagiri,False,2026-04-15T08:32:00,90,13.04,False
T00021,1,271,P003,Government Botanical Garden,Ooty,False,2026-04-15T10:48:00,78,18.46,False
T00021,1,272,P029,Kalhatty Falls,Ooty,False,2026-04-15T12:27:00,52,8.49,False
T00021,1,273,P006,Wax World Museum,Ooty,False,2026-04-15T13:43:00,44,9.85,False
T00021,1,274,P033,Tribal Research Centre Museum,Ooty,False,2026-04-15T14:37:00,88,3.74,False
T00021,1,275,P044,Burliar,Coonoor,False,2026-04-15T16:59:00,43,21.61,False
T00021,2,276,P016,Catherine Falls Coonoor side,Coonoor,False,2026-04-15T18:10:00,81,5.82,False
T00021,2,277,P030,Bison Valley,Coonoor,False,2026-04-15T19:45:00,87,5.81,False
T00021,2,278,P005,Government Rose Garden,Ooty,False,2026-04-15T21:56:00,32,17.82,False
T00021,2,279,P022,Theppakadu Reception Centre,Mudumalai,False,2026-04-15T23:25:00,57,22.95,False
T00021,3,280,P031,Law's Falls,Coonoor,False,2026-04-16T02:00:00,58,1.22,False
T00021,3,281,P013,Sim's Park,Coonoor,False,2026-04-16T03:08:00,88,2.03,False
T00021,3,282,P016,Catherine Falls Coonoor side,Coonoor,False,2026-04-16T04:51:00,25,6.27,False
T00021,3,283,P057,Fernhill,Ooty,False,2026-04-16T05:54:00,90,15.2,False
T00022,1,284,P009,Pykara Lake,Pykara,False,2026-04-15T08:10:00,21,0.92,False
T00022,1,285,P006,Wax World Museum,Ooty,False,2026-04-15T08:57:00,80,10.41,False
T00022,1,286,P040,Thunder World,Ooty,False,2026-04-15T10:27:00,63,0.56,False
