place_id,name,season,hour_bucket,crowd_density_score
P018,Kodanad Viewpoint,off,09-12,52.7
P018,Kodanad Viewpoint,off,12-15,56.9
P018,Kodanad Viewpoint,off,15-18,46.2
P018,Kodanad Viewpoint,off,18-21,23.9
P019,Longwood Shola,peak,06-09,13.0
P019,Longwood Shola,peak,09-12,36.9
P019,Longwood Shola,peak,12-15,38.1
P019,Longwood Shola,peak,15-18,33.4
P019,Longwood Shola,peak,18-21,17.7
P019,Longwood Shola,off,06-09,7.0
P019,Longwood Shola,off,09-12,21.6
P019,Longwood Shola,off,12-15,21.3
P019,Longwood Shola,off,15-18,18.6
P019,Longwood Shola,off,18-21,7.2
P020,Rangaswamy Peak,peak,06-09,23.9
P020,Rangaswamy Peak,peak,09-12,78.7
P020,Rangaswamy Peak,peak,12-15,98.9
P020,Rangaswamy Peak,peak,15-18,78.6
P020,Rangaswamy Peak,peak,18-21,37.5
P020,Rangaswamy Peak,off,06-09,12.9
P020,Rangaswamy Peak,off,09-12,42.4
P020,Rangaswamy Peak,off,12-15,44.7
P020,Rangaswamy Peak,off,15-18,35.9
P020,Rangaswamy Peak,off,18-21,19.0
P021,Elk Falls,peak,06-09,27.0
P021,Elk Falls,peak,09-12,96.7
P021,Elk Falls,peak,12-15,94.3
P021,Elk Falls,peak,15-18,93.1
P021,Elk Falls,peak,18-21,38.3
P021,Elk Falls,off,06-09,15.4
P021,Elk Falls,off,09-12,51.5
P021,Elk Falls,off,12-15,51.7
P021,Elk Falls,off,15-18,48.8
P021,Elk Falls,off,18-21,20.3
P022,Theppakadu Reception Centre,peak,06-09,28.2
P022,Theppakadu Reception Centre,peak,09-12,100
P022,Theppakadu Reception Centre,peak,12-15,100
P022,Theppakadu Reception Centre,peak,15-18,95.6
P022,Theppakadu Reception Centre,peak,18-21,43.5
P022,Theppakadu Reception Centre,off,06-09,16.1
P022,Theppakadu Reception Centre,off,09-12,56.0
P022,Theppakadu Reception Centre,off,12-15,67.6
P022,Theppakadu Reception Centre,off,15-18,51.5
P022,Theppakadu Reception Centre,off,18-21,24.6
P023,Mudumalai Core Safari Zone,peak,06-09,10.0
P023,Mudumalai Core Safari Zone,peak,09-12,27.9
P023,Mudumalai Core Safari Zone,peak,12-15,37.5
P023,Mudumalai Core Safari Zone,peak,15-18,28.3
P023,Mudumalai Core Safari Zone,peak,18-21,14.3
P023,Mudumalai Core Safari Zone,off,06-09,5.2
P023,Mudumalai Core Safari Zone,off,09-12,15.8
P023,Mudumalai Core Safari Zone,off,12-15,17.3
P023,Mudumalai Core Safari Zone,off,15-18,16.3
P023,Mudumalai Core Safari Zone,off,18-21,6.7
P024,Masinagudi Town,peak,06-09,12.9
P024,Masinagudi Town,peak,09-12,31.3
P024,Masinagudi Town,peak,12-15,33.2
P024,Masinagudi Town,peak,15-18,30.5
P024,Masinagudi Town,peak,18-21,15.7
P024,Masinagudi Town,off,06-09,5.5
P024,Masinagudi Town,off,09-12,17.7
P024,Masinagudi Town,off,12-15,22.5
P024,Masinagudi Town,off,15-18,17.3
P024,Masinagudi Town,off,18-21,7.9
P025,Mukurthi National Park,peak,06-09,9.3
P025,Mukurthi National Park,peak,09-12,31.9
P025,Mukurthi National Park,peak,12-15,32.3
P025,Mukurthi National Park,peak,15-18,26.3
P025,Mukurthi National Park,peak,18-21,11.4
P025,Mukurthi National Park,off,06-09,5.3
P025,Mukurthi National Park,off,09-12,16.3
P025,Mukurthi National Park,off,12-15,19.3
P025,Mukurthi National Park,off,15-18,16.4
P025,Mukurthi National Park,off,18-21,7.7
P026,Upper Bhavani Lake,peak,06-09,10.8
P026,Upper Bhavani Lake,peak,09-12,31.0
P026,Upper Bhavani Lake,peak,12-15,32.4
P026,Upper Bhavani Lake,peak,15-18,30.7
P026,Upper Bhavani Lake,peak,18-21,14.7
P026,Upper Bhavani Lake,off,06-09,5.7
P026,Upper Bhavani Lake,off,09-12,17.9
P026,Upper Bhavani Lake,off,12-15,19.2
P026,Upper Bhavani Lake,off,15-18,15.8
P026,Upper Bhavani Lake,off,18-21,8.4
P027,Gudalur Town,peak,06-09,10.9
P027,Gudalur Town,peak,09-12,35.8
P027,Gudalur Town,peak,12-15,36.8
P027,Gudalur Town,peak,15-18,33.4
P027,Gudalur Town,peak,18-21,16.4
P027,Gudalur Town,off,06-09,5.9
P027,Gudalur Town,off,09-12,21.5
P027,Gudalur Town,off,12-15,20.3
P027,Gudalur Town,off,15-18,18.4
P027,Gudalur Town,off,18-21,9.6
P028,Bellikkal,peak,06-09,6.0
P028,Bellikkal,peak,09-12,18.6
P028,Bellikkal,peak,12-15,18.0
P028,Bellikkal,peak,15-18,18.1
P028,Bellikkal,peak,18-21,7.4
P028,Bellikkal,off,06-09,3.1
P028,Bellikkal,off,09-12,8.9
P028,Bellikkal,off,12-15,9.4
P028,Bellikkal,off,15-18,9.2
P028,Bellikkal,off,18-21,3.6
P029,Kalhatty Falls,peak,06-09,27.9
P029,Kalhatty Falls,peak,09-12,90.2
P029,Kalhatty Falls,peak,12-15,100
P029,Kalhatty Falls,peak,15-18,95.3
P029,Kalhatty Falls,peak,18-21,45.9
P029,Kalhatty Falls,off,06-09,19.0
P029,Kalhatty Falls,off,09-12,55.0
P029,Kalhatty Falls,off,12-15,52.1
P029,Kalhatty Falls,off,15-18,54.1
P029,Kalhatty Falls,off,18-21,21.7
P030,Bison Valley,peak,06-09,11.4
P030,Bison Valley,peak,09-12,40.3
P030,Bison Valley,peak,12-15,39.2
P030,Bison Valley,peak,15-18,37.7
P030,Bison Valley,peak,18-21,13.8
P030,Bison Valley,off,06-09,7.2
P030,Bison Valley,off,09-12,17.1
P030,Bison Valley,off,12-15,18.7
P030,Bison Valley,off,15-18,19.4
P030,Bison Valley,off,18-21,7.5
P031,Law's Falls,peak,06-09,32.7
P031,Law's Falls,peak,09-12,97.8
P031,Law's Falls,peak,12-15,100
P031,Law's Falls,peak,15-18,92.3
P031,Law's Falls,peak,18-21,38.7
P031,Law's Falls,off,06-09,17.1
P031,Law's Falls,off,09-12,44.9
P031,Law's Falls,off,12-15,62.8
P031,Law's Falls,off,15-18,43.7
P031,Law's Falls,off,18-21,20.4
P032,Ketti Valley,peak,06-09,5.8
P032,Ketti Valley,peak,09-12,17.9
P032,Ketti Valley,peak,12-15,18.2
P032,Ketti Valley,peak,15-18,19.0
P032,Ketti Valley,peak,18-21,8.2
P032,Ketti Valley,off,06-09,2.7
P032,Ketti Valley,off,09-12,9.5
P032,Ketti Valley,off,12-15,10.5
P032,Ketti Valley,off,15-18,8.4
P032,Ketti Valley,off,18-21,4.7
P033,Tribal Research Centre Museum,peak,06-09,23.5
P033,Tribal Research Centre Museum,peak,09-12,66.6
P033,Tribal Research Centre Museum,peak,12-15,78.0
P033,Tribal Research Centre Museum,peak,15-18,57.4
P033,Tribal Research Centre Museum,peak,18-21,29.0
P033,Tribal Research Centre Museum,off,06-09,12.0
P033,Tribal Research Centre Museum,off,09-12,38.8
P033,Tribal Research Centre Museum,off,12-15,44.3
P033,Tribal Research Centre Museum,off,15-18,40.1
P033,Tribal Research Centre Museum,off,18-21,15.9
P034,Glenmorgan,peak,06-09,31.7
P034,Glenmorgan,peak,09-12,92.0
P034,Glenmorgan,peak,12-15,100
P034,Glenmorgan,peak,15-18,87.0
P034,Glenmorgan,peak,18-21,42.4
P034,Glenmorgan,off,06-09,15.1
P034,Glenmorgan,off,09-12,51.5
P034,Glenmorgan,off,12-15,52.5
P034,Glenmorgan,off,15-18,45.4
P034,Glenmorgan,off,18-21,17.9
P035,Wenlock Downs,peak,06-09,17.4
P035,Wenlock Downs,peak,09-12,44.5
P035,Wenlock Downs,peak,12-15,57.5
P035,Wenlock Downs,peak,15-18,39.3
P035,Wenlock Downs,peak,18-21,20.1
P035,Wenlock Downs,off,06-09,9.0
P035,Wenlock Downs,off,09-12,26.3
P035,Wenlock Downs,off,12-15,26.0
P035,Wenlock Downs,off,15-18,22.1
P035,Wenlock Downs,off,18-21,11.5
P036,Kamraj Sagar Dam,peak,06-09,17.8
P036,Kamraj Sagar Dam,peak,09-12,57.0
P036,Kamraj Sagar Dam,peak,12-15,59.6
P036,Kamraj Sagar Dam,peak,15-18,54.7
P036,Kamraj Sagar Dam,peak,18-21,25.0
P036,Kamraj Sagar Dam,off,06-09,9.3
P036,Kamraj Sagar Dam,off,09-12,35.9
P036,Kamraj Sagar Dam,off,12-15,33.5
P036,Kamraj Sagar Dam,off,15-18,33.2
P036,Kamraj Sagar Dam,off,18-21,15.3
P037,Needle View Point,peak,06-09,26.4
P037,Needle View Point,peak,09-12,76.2
P037,Needle View Point,peak,12-15,87.3
P037,Needle View Point,peak,15-18,94.8
P037,Needle View Point,peak,18-21,39.1
P037,Needle View Point,off,06-09,15.5
P037,Needle View Point,off,09-12,46.6
P037,Needle View Point,off,12-15,46.2
P037,Needle View Point,off,15-18,42.9
P037,Needle View Point,off,18-21,18.2
P038,Deer Park,peak,06-09,31.4
P038,Deer Park,peak,09-12,100
P038,Deer Park,peak,12-15,97.0
P038,Deer Park,peak,15-18,100
P038,Deer Park,peak,18-21,42.2
P038,Deer Park,off,06-09,20.2
P038,Deer Park,off,09-12,45.9
P038,Deer Park,off,12-15,56.6
P038,Deer Park,off,15-18,48.7
P038,Deer Park,off,18-21,21.0
P039,Thread Garden,peak,06-09,21.5
P039,Thread Garden,peak,09-12,78.2
P039,Thread Garden,peak,12-15,79.1
P039,Thread Garden,peak,15-18,57.3
P039,Thread Garden,peak,18-21,27.3
P039,Thread Garden,off,06-09,11.7
P039,Thread Garden,off,09-12,34.3
P039,Thread Garden,off,12-15,38.0
P039,Thread Garden,off,15-18,32.3
P039,Thread Garden,off,18-21,17.1
P040,Thunder World,peak,06-09,26.0
P040,Thunder World,peak,09-12,69.7
P040,Thunder World,peak,12-15,76.2
P040,Thunder World,peak,15-18,70.5
P040,Thunder World,peak,18-21,28.4
P040,Thunder World,off,06-09,13.9
P040,Thunder World,off,09-12,39.7
P040,Thunder World,off,12-15,44.4
P040,Thunder World,off,15-18,30.9
P040,Thunder World,off,18-21,15.7
P041,St. Stephen's Church,peak,06-09,17.8
P041,St. Stephen's Church,peak,09-12,59.3
P041,St. Stephen's Church,peak,12-15,55.3
P041,St. Stephen's Church,peak,15-18,47.6
P041,St. Stephen's Church,peak,18-21,29.8
P041,St. Stephen's Church,off,06-09,11.4
P041,St. Stephen's Church,off,09-12,32.6
P041,St. Stephen's Church,off,12-15,30.6
P041,St. Stephen's Church,off,15-18,32.6
P041,St. Stephen's Church,off,18-21,12.1
P042,Wellington,peak,06-09,11.2
P042,Wellington,peak,09-12,31.2
P042,Wellington,peak,12-15,34.1
P042,Wellington,peak,15-18,30.8
P042,Wellington,peak,18-21,15.4
P042,Wellington,off,06-09,6.9
P042,Wellington,off,09-12,20.5
P042,Wellington,off,12-15,23.6
P042,Wellington,off,15-18,18.3
P042,Wellington,off,18-21,9.1
P043,Aruvankadu,peak,06-09,11.2
P043,Aruvankadu,peak,09-12,36.1
P043,Aruvankadu,peak,12-15,37.1
P043,Aruvankadu,peak,15-18,29.5
P043,Aruvankadu,peak,18-21,13.3
P043,Aruvankadu,off,06-09,5.7
P043,Aruvankadu,off,09-12,19.6
P043,Aruvankadu,off,12-15,20.6
P043,Aruvankadu,off,15-18,20.3
P043,Aruvankadu,off,18-21,9.2
P044,Burliar,peak,06-09,5.4
P044,Burliar,peak,09-12,19.7
P044,Burliar,peak,12-15,19.5
P044,Burliar,peak,15-18,15.1
P044,Burliar,peak,18-21,7.4
P044,Burliar,off,06-09,3.5
P044,Burliar,off,09-12,9.8
P044,Burliar,off,12-15,10.4
P044,Burliar,off,15-18,10.0
P044,Burliar,off,18-21,4.5
P045,Bandishola,peak,06-09,5.2
P045,Bandishola,peak,09-12,15.1
P045,Bandishola,peak,12-15,17.0
P045,Bandishola,peak,15-18,17.0
P045,Bandishola,peak,18-21,7.0
P045,Bandishola,off,06-09,3.5
P045,Bandishola,off,09-12,8.4
P045,Bandishola,off,12-15,10.2
P045,Bandishola,off,15-18,9.2
P045,Bandishola,off,18-21,3.9
P046,Aracode,peak,06-09,6.4
P046,Aracode,peak,09-12,16.0
P046,Aracode,peak,12-15,19.3
P046,Aracode,peak,15-18,15.5
P046,Aracode,peak,18-21,7.7
P046,Aracode,off,06-09,3.6
P046,Aracode,off,09-12,8.5
P046,Aracode,off,12-15,9.8
P046,Aracode,off,15-18,7.8
P046,Aracode,off,18-21,3.7
P047,Kairbetta,peak,06-09,5.5
P047,Kairbetta,peak,09-12,19.1
P047,Kairbetta,peak,12-15,17.6
P047,Kairbetta,peak,15-18,16.2
P047,Kairbetta,peak,18-21,7.5
P047,Kairbetta,off,06-09,3.5
P047,Kairbetta,off,09-12,8.5
P047,Kairbetta,off,12-15,9.6
P047,Kairbetta,off,15-18,7.8
P047,Kairbetta,off,18-21,4.1
P048,Kengarai,peak,06-09,5.6
P048,Kengarai,peak,09-12,17.6
P048,Kengarai,peak,12-15,19.0
P048,Kengarai,peak,15-18,14.8
P048,Kengarai,peak,18-21,7.7
P048,Kengarai,off,06-09,3.0
P048,Kengarai,off,09-12,8.5
P048,Kengarai,off,12-15,10.4
P048,Kengarai,off,15-18,8.0
P048,Kengarai,off,18-21,3.6
P049,Devarshola,peak,06-09,5.4
P049,Devarshola,peak,09-12,18.2
P049,Devarshola,peak,12-15,19.3
P049,Devarshola,peak,15-18,14.4
P049,Devarshola,peak,18-21,7.7
P049,Devarshola,off,06-09,3.0
P049,Devarshola,off,09-12,8.1
P049,Devarshola,off,12-15,11.7
P049,Devarshola,off,15-18,8.5
P049,Devarshola,off,18-21,4.5
P050,Nellakotta,peak,06-09,6.5
P050,Nellakotta,peak,09-12,18.5
P050,Nellakotta,peak,12-15,19.1
P050,Nellakotta,peak,15-18,16.5
P050,Nellakotta,peak,18-21,7.6
P050,Nellakotta,off,06-09,2.7
P050,Nellakotta,off,09-12,9.3
P050,Nellakotta,off,12-15,9.2
P050,Nellakotta,off,15-18,7.8
P050,Nellakotta,off,18-21,3.8
P051,Padanthorai,peak,06-09,6.2
P051,Padanthorai,peak,09-12,15.4
P051,Padanthorai,peak,12-15,18.8
P051,Padanthorai,peak,15-18,18.4
P051,Padanthorai,peak,18-21,8.0
P051,Padanthorai,off,06-09,3.4
P051,Padanthorai,off,09-12,10.8
P051,Padanthorai,off,12-15,10.1
P051,Padanthorai,off,15-18,9.7
P051,Padanthorai,off,18-21,4.3
P052,Cherangodu,peak,06-09,5.4
P052,Cherangodu,peak,09-12,18.6
P052,Cherangodu,peak,12-15,17.9
P052,Cherangodu,peak,15-18,17.2
P052,Cherangodu,peak,18-21,7.5
P052,Cherangodu,off,06-09,3.2
P052,Cherangodu,off,09-12,10.1
P052,Cherangodu,off,12-15,11.1
P052,Cherangodu,off,15-18,10.2
P052,Cherangodu,off,18-21,4.7
P053,Pandalur,peak,06-09,11.4
P053,Pandalur,peak,09-12,34.8
P053,Pandalur,peak,12-15,33.8
P053,Pandalur,peak,15-18,32.6
P053,Pandalur,peak,18-21,14.6
P053,Pandalur,off,06-09,5.6
P053,Pandalur,off,09-12,16.7
P053,Pandalur,off,12-15,21.2
P053,Pandalur,off,15-18,15.3
P053,Pandalur,off,18-21,7.8
P054,Bokkapuram,peak,06-09,5.7
P054,Bokkapuram,peak,09-12,16.3
P054,Bokkapuram,peak,12-15,21.0
P054,Bokkapuram,peak,15-18,18.0
P054,Bokkapuram,peak,18-21,8.1
P054,Bokkapuram,off,06-09,3.3
P054,Bokkapuram,off,09-12,10.1
P054,Bokkapuram,off,12-15,10.7
P054,Bokkapuram,off,15-18,8.0
P054,Bokkapuram,off,18-21,3.6
P055,Moyar River Crossing,peak,06-09,3.1
P055,Moyar River Crossing,peak,09-12,11.4
P055,Moyar River Crossing,peak,12-15,13.1
P055,Moyar River Crossing,peak,15-18,9.4
P055,Moyar River Crossing,peak,18-21,4.4
P055,Moyar River Crossing,off,06-09,1.9
P055,Moyar River Crossing,off,09-12,6.1
P055,Moyar River Crossing,off,12-15,5.5
P055,Moyar River Crossing,off,15-18,5.5
P055,Moyar River Crossing,off,18-21,2.3
P056,Sigur Plateau,peak,06-09,11.3
P056,Sigur Plateau,peak,09-12,33.7
P056,Sigur Plateau,peak,12-15,36.0
P056,Sigur Plateau,peak,15-18,37.9
P056,Sigur Plateau,peak,18-21,14.2
P056,Sigur Plateau,off,06-09,5.8
P056,Sigur Plateau,off,09-12,17.9
P056,Sigur Plateau,off,12-15,22.3
P056,Sigur Plateau,off,15-18,17.1
P056,Sigur Plateau,off,18-21,7.9
P057,Fernhill,peak,06-09,11.6
P057,Fernhill,peak,09-12,39.0
P057,Fernhill,peak,12-15,33.2
P057,Fernhill,peak,15-18,36.3
P057,Fernhill,peak,18-21,17.5
P057,Fernhill,off,06-09,5.6
P057,Fernhill,off,09-12,20.4
P057,Fernhill,off,12-15,19.5
P057,Fernhill,off,15-18,17.6
P057,Fernhill,off,18-21,8.3
P058,Lovedale,peak,06-09,12.2
P058,Lovedale,peak,09-12,31.4
P058,Lovedale,peak,12-15,42.3
P058,Lovedale,peak,15-18,28.3
P058,Lovedale,peak,18-21,17.8
P058,Lovedale,off,06-09,5.9
P058,Lovedale,off,09-12,16.4
P058,Lovedale,off,12-15,23.0
P058,Lovedale,off,15-18,17.0
P058,Lovedale,off,18-21,8.9
P059,Coonoor Town Centre,peak,06-09,12.1
P059,Coonoor Town Centre,peak,09-12,35.6
P059,Coonoor Town Centre,peak,12-15,41.1
P059,Coonoor Town Centre,peak,15-18,36.2
P059,Coonoor Town Centre,peak,18-21,17.3
P059,Coonoor Town Centre,off,06-09,7.1
P059,Coonoor Town Centre,off,09-12,19.6
P059,Coonoor Town Centre,off,12-15,21.4
P059,Coonoor Town Centre,off,15-18,17.7
P059,Coonoor Town Centre,off,18-21,8.3
P060,Kotagiri Town Centre,peak,06-09,12.9
P060,Kotagiri Town Centre,peak,09-12,35.5
P060,Kotagiri Town Centre,peak,12-15,37.6
P060,Kotagiri Town Centre,peak,15-18,29.3
P060,Kotagiri Town Centre,peak,18-21,15.0
P060,Kotagiri Town Centre,off,06-09,6.2
P060,Kotagiri Town Centre,off,09-12,16.3
P060,Kotagiri Town Centre,off,12-15,21.7
P060,Kotagiri Town Centre,off,15-18,17.8
P060,Kotagiri Town Centre,off,18-21,9.0
